Country,Year,GghExclLandForestry,GhgInclLandForestry,COExclLandForestry,GhgEmissionCH4,GhgEmissionN2O,GhgEmissionFgas,GhgEmissionEnergy,GhgEmissionIndustrial,GhgEmissionAgri,GhgEmissionWaste,CO2EmissionLUCF,CO2EmissionBunkerFuels,CO2EmissionElectricity,CO2EmissionManufacturing,CO2EmissionTransportation,GghEmissionFuel,GhgEmissionFugitive,Population,GDPUSDMillion2005,GDPUSDMillion2005,Energy,Temperature
United Kingdom,1992,725.06,728.49,554.74,102.39,62.35,5.59,584.00,32.01,56.30,52.75,3.42,26.95,242.30,77.53,115.16,122.72,26.29,57580402,1369406.098,1484464.562,212211.77,0.522
United Kingdom,1993,707.02,710.48,543.01,98.39,60.06,5.56,570.82,30.03,55.90,50.26,3.47,28.00,221.67,78.61,116.36,124.78,29.40,57718614,1417205.046,1536279.612,214261.543,-0.015
United Kingdom,1994,695.59,699.10,537.90,94.39,57.78,5.52,563.65,28.67,55.51,47.77,3.51,27.99,216.00,79.57,116.73,121.81,29.54,57865745,1487405.035,1612377.853,215788.27,0.413
United Kingdom,1995,678.05,681.61,526.67,90.40,55.49,5.49,551.24,26.42,55.11,45.27,3.56,29.54,213.62,76.01,115.70,119.23,26.68,58019030,1539960.871,1669349.467,216263.87,1.119
United Kingdom,1996,690.85,694.45,546.02,85.71,53.22,5.90,568.74,25.16,54.51,42.44,3.60,31.27,220.64,74.14,120.16,128.35,25.45,58166950,1593725.712,1727631.668,225574.791,-0.142
United Kingdom,1997,662.53,666.17,524.24,81.03,50.94,6.31,545.10,23.90,53.91,39.61,3.64,33.20,208.53,73.32,121.21,118.81,23.23,58316954,1663059.613,1802791.052,219252.842,0.882
United Kingdom,1998,660.59,664.28,528.84,76.35,48.67,6.73,548.17,22.32,53.31,36.78,3.69,35.96,213.46,72.24,120.41,120.34,21.72,58487141,1722381.483,1867097.188,221482.644,0.86
United Kingdom,1999,651.34,655.07,526.13,71.67,46.40,7.14,543.69,21.00,52.71,33.94,3.73,35.65,212.69,70.54,123.93,116.12,20.41,58682466,1772991.186,1921959.154,222040.097,1.133
United Kingdom,2000,652.48,656.26,533.82,66.98,44.13,7.55,549.73,19.53,52.11,31.11,3.78,37.37,223.03,70.28,122.16,116.00,18.26,58892514,1850333.833,2005800.184,222939.748,0.724
United Kingdom,2001,660.76,657.41,546.45,63.36,43.06,7.88,561.63,18.93,51.37,28.83,-3.34,37.25,231.69,72.48,121.08,119.01,17.37,59107960,1890761.512,2049624.625,223770.117,0.631
United Kingdom,2002,640.80,637.42,530.86,59.73,42.00,8.21,545.26,18.36,50.64,26.55,-3.38,36.03,227.21,68.15,122.33,111.49,16.07,59362051,1934158.215,2096667.55,218305.832,1.011
United Kingdom,2003,648.45,645.21,542.87,56.10,40.93,8.55,556.06,18.23,49.90,24.26,-3.24,36.27,238.02,68.00,123.81,111.46,14.77,59637719,2010536.588,2179463.287,222080.286,1.194
United Kingdom,2004,645.02,641.57,543.80,52.47,39.87,8.88,555.74,18.14,49.17,21.98,-3.45,39.65,236.26,65.14,125.21,115.19,13.94,59978349,2074333.977,2248620.978,221557.861,1.035
United Kingdom,2005,638.42,634.94,541.55,48.85,38.81,9.21,552.42,17.85,48.43,19.70,-3.47,41.99,239.92,61.74,126.27,111.49,13.00,60387997,2141434.515,2321359.35,222637.851,1.116
United Kingdom,2006,639.71,637.08,543.27,48.31,38.88,9.26,553.35,17.88,48.51,19.97,-2.63,43.32,245.28,61.48,127.88,106.47,12.23,60828396,2200431.053,2385312.819,218960.651,1.25
United Kingdom,2007,626.09,623.53,530.06,47.77,38.96,9.31,539.26,17.98,48.59,20.25,-2.56,43.30,239.09,59.71,128.53,101.88,10.05,61296895,2275845.153,2467063.264,210992.738,1.332
United Kingdom,2008,614.66,611.97,519.04,47.22,39.03,9.35,528.48,16.97,48.67,20.53,-2.68,42.94,233.03,58.51,123.93,103.57,9.44,61773855,2258332.891,2448079.61,208208.85,0.838
United Kingdom,2009,565.05,562.35,469.86,46.68,39.11,9.40,479.85,15.65,48.75,20.80,-2.71,40.67,206.43,50.07,118.56,95.94,8.84,62238723,2141567.872,2321503.912,196484.569,0.948
United Kingdom,2010,582.11,579.39,487.33,46.14,39.19,9.45,496.67,15.53,48.83,21.08,-2.73,38.40,211.19,51.15,117.75,108.28,8.29,62747868,2177112.634,2360035.17,201828.74,-0.05
United Kingdom,2011,543.55,540.83,447.96,45.87,39.71,10.02,457.17,16.07,49.43,20.88,-2.73,40.19,196.70,49.13,116.77,86.57,8.00,63259912,2201439.29,2386405.769,188073.891,0.851
Uruguay,1990,24.64,3.43,4.00,13.77,6.85,0.01,3.92,0.26,19.23,1.23,-21.21,0.37,0.52,0.73,1.50,1.15,0.02,3109941,29507.57324,12314.11053,2251.153,0.575
Uruguay,1991,25.76,4.54,4.55,14.27,6.94,0.01,4.48,0.26,19.77,1.26,-21.23,0.45,0.90,0.78,1.60,1.18,0.02,3131936,30551.78975,12749.88332,2441.17,0.309
Uruguay,1992,26.71,5.45,4.92,14.76,7.02,0.02,4.84,0.27,20.32,1.29,-21.26,0.64,1.08,0.78,1.72,1.24,0.02,3154657,32975.031969999996,13761.15159,2697.793,0.146
Uruguay,1993,27.01,5.71,4.64,15.25,7.11,0.02,4.55,0.27,20.86,1.32,-21.30,0.97,0.62,0.72,1.93,1.26,0.02,3177867,33851.35865,14126.86054,2517.613,0.28
